category,layer,head_idx,mean_effect,median_effect,se,n,p_value,fdr_significant
A,10,8,-0.0011897279875387416,-0.0017221337013673598,0.000725438007306617,40,0.0019595077046687948,True
A,10,9,0.00016099305191460874,8.756310207031287e-05,6.522732797794397e-05,40,0.048164484947847086,False
A,10,10,0.009761979014190339,0.011384219677262952,0.0033927816942669726,40,0.009381349105751724,True
A,10,11,-0.0008912589583299692,-0.0007274905798811881,0.0008208413500757693,40,0.3753805605592788,False
A,10,12,-0.0580008535678199,-0.04740268515569262,0.007163456171860557,40,1.8189894035458565e-12,True
A,10,13,-0.0038115625272253555,-0.004137104287736584,0.0009326697515818843,40,0.00014039414600119926,True
A,10,14,0.01005831427827895,0.008590424456219643,0.002077304726459042,40,3.295479837106541e-05,True
A,10,15,0.002062355469236031,-3.2170947476322726e-06,0.0014661335708913473,40,0.3753805605592788,False
A,11,0,0.003381207931955822,0.003691151978438241,0.0013792410979008146,40,0.019245540157498908,False
A,11,1,0.00010124725437132476,9.215292724379274e-05,0.00018811047705512082,40,0.7648249070225575,False
A,11,2,0.0003621772894416839,0.0001639305648582373,0.00013537729636269797,40,0.017157761747512268,True
A,11,3,-0.046299983479367444,-0.04408915842315282,0.006460509631768802,40,7.839844329282641e-09,True
A,11,4,-0.041658003091703796,-0.04299880920961196,0.0032412783368457997,40,9.094947017729282e-12,True
A,11,5,0.06513170382126357,0.060115511737061034,0.008326428788646256,40,7.821654435247183e-11,True
A,11,6,0.004721849848456421,0.0040243095201283165,0.0010670424261465896,40,7.198017374321353e-05,True
A,11,7,-0.049766394585682106,-0.049801433733650084,0.005184320706697633,40,1.8189894035458565e-11,True
A,11,8,-0.006828861503383144,-0.0077175157349308,0.0018137693536819535,40,0.00028057557574356906,True
A,11,9,0.0025651749117800724,0.0027005545176749892,0.0012040363043479831,40,0.021546060141190537,False
A,11,10,0.03054064782146538,0.027808566998524038,0.002525220051245851,40,1.8189894035458565e-12,True
A,11,11,0.00272505754151594,0.0033749614394795744,0.000723902290139307,40,0.0006032901037542615,True
A,11,12,-0.014736161346222776,-0.012979252121785427,0.002326471232672499,40,3.701643436215818e-09,True
A,11,13,0.0019875726951072105,0.0015135815689566235,0.0008312465613964952,40,0.04080139504367253,False
A,11,14,0.0007443784473232474,0.000887501431182525,0.00016307769239294403,40,8.831049490254372e-05,True
A,11,15,0.0037040954393492884,0.0026040501556437454,0.0007423738508332189,40,6.357418897096068e-06,True
A,12,0,-0.011710734285719475,-0.011104195415529865,0.0014975153577915206,40,7.839844329282641e-09,True
A,12,1,-0.002530869964889301,-0.0033276646573556817,0.0009155519671942388,40,0.007917965558590367,True
A,12,2,0.005997926411248892,0.006286316019836323,0.0015320904182443821,40,0.00029818139228154905,True
A,12,3,-0.00294820329792544,-0.0028883959192646915,0.0010243907871376819,40,0.005576999594268273,True
A,12,4,0.004068896883263248,0.005417597183673684,0.002685687238823445,40,0.05308265297571779,False
A,12,5,0.0013567618282489236,0.001139501100259867,0.0007212003879306216,40,0.01650634321049438,True
A,12,6,0.002646400982016903,0.000583753832195649,0.0010422728428646135,40,0.023206125308206538,False
A,12,7,0.0017012871320889525,0.0011637240176623014,0.0006094740489023095,40,0.01251208440407936,True
A,12,8,0.00023323416976393573,0.0002799604444144313,0.00025413584178485916,40,0.5536995567435952,False
A,12,9,-0.008027722804646146,-0.005851934349759999,0.002603568033376602,40,0.005332173790520756,True
A,12,10,0.009153301960815074,0.008668431102605657,0.0012173444159316695,40,1.9444996723905206e-09,True
A,12,11,0.00037093825492130777,0.0012346216393546927,0.0012122795625968282,40,0.589975534387122,False
A,12,12,-0.03109736272593966,-0.024127348760988418,0.0039739015291129,40,3.765308065339923e-10,True
A,12,13,0.006685256552272883,0.00581361071124399,0.0026556327291872984,40,0.01650634321049438,True
A,12,14,-0.002609915067732827,-0.0009338414618210167,0.001297922763184379,40,0.11814906760264421,False
A,12,15,0.0029244965166933977,0.0020535260852908134,0.0010104787252344003,40,0.00899504264089046,True
A,13,0,-0.0018772637509641365,-0.0023210624681717466,0.0030367537006568174,40,0.3138070678778604,False
A,13,1,-0.08108955149433236,-0.07263495223784158,0.009300338976825678,40,1.8189894035458565e-11,True
A,13,2,0.002878108246475555,0.0024158816639067997,0.0009331192092609305,40,0.01251208440407936,True
A,13,3,2.902180282501653e-05,0.0006184222000953402,0.0019495000020646237,40,0.7954479165618977,False
A,13,4,-0.0010540196852518314,-0.0005624598049814979,0.00031953445531939905,40,0.003051583886190201,True
A,13,5,0.06064531838296531,0.05456308938295394,0.004311667327534058,40,1.8189894035458565e-12,True
A,13,6,0.0062169950469307565,0.002168017238614302,0.0024628371978025836,40,0.019245540157498908,False
A,13,7,0.01989931114535933,0.01855092138160526,0.0028135635349248243,40,1.3795215636491776e-08,True
A,13,8,0.0009530551598169572,0.0009363048368803944,0.0010499528125696457,40,0.2213606056466233,False
A,13,9,0.0008306476076742094,0.0007114083739525634,0.00021686518660607085,40,0.0010487130839464953,True
A,13,10,0.0013565191677821354,0.001466894753644391,0.0005551703724976369,40,0.014677642795504653,True
A,13,11,0.000871605976978497,0.00013167722440918852,0.0005964298877117527,40,0.18311741828802042,False
A,13,12,0.018726168075018163,0.019714648294250407,0.004288569792935752,40,1.9500828784657642e-05,True
A,13,13,0.0013797612722222265,0.00012670125806835245,0.0007004034943756295,40,0.17008811905543553,False
A,13,14,0.002373723677376796,0.002199932791428865,0.0002857782085819923,40,8.130882633849978e-10,True
A,13,15,-0.00304847202955785,-0.0015887055040669882,0.0013058410292066337,40,0.051399685278738616,False
A,14,0,0.007900470149075519,0.0030018748925346277,0.003220754334645359,40,0.02589861064188881,False
A,14,1,0.0057286408709532844,0.0035906963005734116,0.002466397301994067,40,0.07472652908654709,False
A,14,2,0.0018342098571425356,0.0022024649305209766,0.0007182572715229828,40,0.003867510851705447,True
A,14,3,0.004126860738150506,0.003062937798557418,0.0008852747278888671,40,1.9500828784657642e-05,True
A,14,4,0.0009467267907665268,0.000702664072505077,0.0002956853508550416,40,0.002638970910993521,True
A,14,5,0.00045644925655746336,0.0005020302943173197,0.0003806887355358508,40,0.22650754260575923,False
A,14,6,-0.0010549225944318547,-0.0013833714424150668,0.0012346596291245733,40,0.3611039877814619,False
A,14,7,0.0023232965117348397,0.0006798000859769703,0.0011579036206191629,40,0.060269491961662425,False
A,14,8,-0.004066710953714079,-0.0037798383388705737,0.0014299060392432585,40,0.008263762760179816,True
A,14,9,0.00027506562938227835,0.0003928846286817613,0.00028001766802641763,40,0.13868038851069286,False
A,14,10,0.000806991205836489,0.00036529653744134857,0.0007546100286731502,40,0.443733318028535,False
A,14,11,0.008193740118750162,0.011905169008673108,0.007850548460935329,40,0.36820016943056544,False
A,14,12,-0.002296981297670152,0.0005044722035331395,0.0018356111677659422,40,0.6463036218483467,False
A,14,13,0.007515086461633411,0.008238941237598281,0.0030952273825254374,40,0.01998793531311094,False
A,14,14,-0.0009744020492643195,-0.0010304974099048865,0.00026109195758430837,40,0.00029818139228154905,True
A,14,15,0.0003769196851896962,0.0010006406930002443,0.0007104150936101791,40,0.26487403590545,False
A,15,0,-0.0011360285897799335,-0.00024534607529523133,0.0013503176702674281,40,0.6558992899281293,False
A,15,1,0.00028163912875314446,-0.00028844362527421575,0.0008187477108449392,40,0.9628961195248849,False
A,15,2,0.010396379306591364,0.0064891806355486595,0.003055266181980973,40,0.001517616927230847,True
A,15,3,0.0032949036036881707,0.0018818474002894481,0.001018899757274107,40,0.009781997654499719,True
A,15,4,0.007839497102722356,0.006024050900785802,0.001992746309710849,40,0.000714401952791377,True
A,15,5,0.004977283807975848,0.0031097267258383414,0.0013167201323937613,40,0.00020590441454260144,True
A,15,6,0.00025538960318387884,0.0004947861512251151,0.00041915433080856926,40,0.45173393898585346,False
A,15,7,-0.004407068105173781,-0.003984008884779928,0.0007071513728890421,40,8.20273271529004e-08,True
A,15,8,0.00873295476682141,0.010551678390083835,0.0021240694983275282,40,0.00019334589705977123,True
A,15,9,-0.003125274648310426,-0.0010546094919242285,0.0014266143507425417,40,0.09449897358172166,False
A,15,10,0.003872392176176823,0.0032224549607714056,0.0007302145382386897,40,3.8751750253140926e-07,True
A,15,11,0.006874132415069162,0.004672535834300544,0.0037913287814039342,40,0.07250633211879176,False
A,15,12,-0.0034487962625343537,-0.0029188026790259295,0.0013349324883162445,40,0.006096451763369259,True
A,15,13,0.0037722577565982964,0.003938127867493122,0.0010486043490407432,40,0.0005381573264457984,True
A,15,14,-0.0012481281084776711,-0.0011158201333619185,0.0008721600439140283,40,0.1617874718067469,False
A,15,15,-0.024626566586226428,-0.027074297708840775,0.003474621553018304,40,3.062996256630868e-08,True
A,16,0,-0.04809218742524474,-0.048996969657492964,0.004117517358446909,40,3.637978807091713e-12,True
A,16,1,0.0015724239166607645,0.0015205124589334207,0.0009448477411679768,40,0.16589964473860164,False
A,16,2,0.0018655664169649957,-0.0020015058870799882,0.0018088794112522393,40,0.6850159026034817,False
A,16,3,0.0023524977433875037,0.0015613677579170166,0.0012161267405850426,40,0.10289067040321243,False
A,16,4,0.0001323631403132556,7.94105196061197e-05,0.0003816227812359406,40,0.7446043581785489,False
A,16,5,0.0007799915299975336,0.0008383496407027183,0.00021613384231650485,40,0.0005381573264457984,True
A,16,6,-5.89113086671215e-05,-3.91411617501611e-05,0.00020760386912368017,40,0.6752568088832049,False
A,16,7,-0.005860567614206768,-0.00639539922566596,0.0028800635040164718,40,0.08171383123044507,False
A,16,8,-0.00044418371797661584,-0.000508638930776607,0.0002970946289721274,40,0.05658342447895848,False
A,16,9,0.002069617811018181,1.0232013200294122e-05,0.0010409912924173544,40,0.2948169606661395,False
A,16,10,-0.001819091967445588,-0.0011460019768794222,0.0005344403467719413,40,0.0022767432674299926,True
A,16,11,-0.0007025425424288631,-0.0005401210176532347,0.0003028108207495587,40,0.03812944412311481,False
A,16,12,0.0003249436759217903,0.0012700477060891189,0.0006438476155063391,40,0.2948169606661395,False
A,16,13,-0.00022145703673639316,-0.00019015886419172798,0.00022353791551911259,40,0.3611039877814619,False
A,16,14,-0.00020728910721659415,0.00014384158754151527,0.00034795196604491706,40,0.8785070700851065,False
A,16,15,-0.0011871800634414033,0.001891870297538756,0.004111947211192896,40,0.2424468300960143,False
A,17,0,0.011703549640162897,0.010089968294919028,0.002836351660210466,40,0.0003167852501064772,True
A,17,1,2.8240974692057473e-05,-5.733120374996594e-05,9.058255867861083e-05,40,0.9100459608780511,False
A,17,2,0.005644811907823638,0.005771864801190739,0.0019945600007393906,40,0.011074391617512447,True
A,17,3,-0.0007185041707822018,-0.0007620979074505672,0.0009650158549332496,40,0.5099141109240009,False
A,17,4,-0.006383316826592206,-0.005404841641121303,0.0022710722673196593,40,0.00899504264089046,True
A,17,5,-0.0033707381602500115,-0.0038267479518860987,0.002112478420365112,40,0.05658342447895848,False
A,17,6,0.03269174851161827,0.022859492112899275,0.005064728679033239,40,5.584297468885779e-10,True
A,17,7,0.0009281097595536822,0.0002956256282775993,0.001794895235147376,40,0.7046876743079338,False
A,17,8,-0.0009084582927045566,-0.0006095014748163423,0.000901957531190867,40,0.1537894909415627,False
A,17,9,0.00017862597533423288,5.011644336920295e-05,0.00023563002069776752,40,0.8057269839482615,False
A,17,10,0.018402331084230162,0.005671010068684059,0.0077439753118958635,40,0.007917965558590367,True
A,17,11,0.007891698157082834,0.006504227727520857,0.001873280566360221,40,3.545586332620587e-05,True
A,17,12,0.0017765996165929512,0.006173124929416121,0.0069256275057660915,40,0.9417240968323313,False
A,17,13,0.00021279238801555199,0.0012538092977934054,0.0015079223047666387,40,0.7446043581785489,False
A,17,14,0.0022149406556107244,0.005224721043114449,0.0022400440905454254,40,0.2213606056466233,False
A,17,15,0.00044163985834621124,0.00011123567037858411,0.00021650216554380548,40,0.21131373006210197,False
A,18,0,0.008542101850134704,0.0013806963973585352,0.006868479360558009,40,0.5099141109240009,False
A,18,1,-0.003031515279417964,-0.0010112290114300607,0.0012033213356599946,40,8.693659765413031e-07,True
A,18,2,0.0048554398346519105,0.003261251452723941,0.0017708931924595816,40,0.001440798383555375,True
A,18,3,0.0,0.0,0.0,40,,False
